unit,time,rpm_config,stage_temp_x,spindle_vibration_x,spindle_vibration_y,coolant_pressure,coolant_flow_rate,sensor_9,airflow_alignment_error,voltage_fluctuation,sensor_13,sensor_14,thermal_drift_z,motor_torque,load_variation,power_draw,RUL
1,1,100.0,0.04283728495136074,0.43450966035346994,0.1802890225999434,0.8591629533560763,0.19432729795880732,9046.19,0.34014689758698324,521.66,2388.02,8138.62,0.20812177964695167,0.25,39.06,0.8504897431158795,191
1,2,100.0,0.1727800863929474,0.510640212649669,0.24543658206135177,0.7170463695625244,0.11163459968520328,9044.07,0.3525401897016138,522.28,2388.07,8131.49,0.25984947030663363,0.25,39.0,0.8589909443725716,190
1,3,100.0,0.2554132347312361,0.37323147319401784,0.27278605871776307,0.8353797347751026,0.26576292908066534,9052.94,0.1813161111324888,522.42,2388.03,8133.23,0.20112753747893208,0.0,38.95,0.7122528183330274,189
1,4,100.0,0.25610524377776756,0.18625479440615322,0.21286138095788232,0.8799126550762821,0.344508917112762,9049.48,0.07058515014600175,522.86,2388.08,8133.83,0.0,0.25,38.88,0.7671410090556208,188
1,5,100.0,0.2643922300783288,0.18856410959026704,0.32452325898791656,0.7763576861643742,0.20021443415134854,9055.15,0.18656637052700376,522.19,2388.04,8133.8,0.25910281476476626,0.375,38.9,0.8235076695619981,187
1,6,100.0,0.15421767156783517,0.24659095383741914,0.12305839641418004,0.9321324306244207,0.06645775820743438,9049.68,0.09797969737449108,521.68,2388.03,8132.85,0.1770720198390876,0.125,38.98,0.7542043984476123,186
1,7,100.0,0.3064308512344951,0.5286874021872947,0.10759833497999693,0.8528300967037126,0.07146600815667625,9059.13,0.2524556131442921,522.32,2388.03,8132.32,0.12225632807130182,0.25,39.1,0.7736093143596392,185
1,8,100.0,0.33893790904699017,0.19232714261575268,0.18972184538733927,0.7394298493805707,0.0,9040.8,0.16436173738243554,522.47,2388.03,8131.07,0.1680580929827471,0.125,38.97,0.6501570874145273,184
1,9,100.0,0.16325420441239658,0.48048123363223283,0.03135633478994038,0.7015599905285228,0.17092211028739257,9046.46,0.1979276585370613,521.79,2388.05,8125.69,0.031248546353097595,0.25,39.05,0.8275734614673809,183
1,10,100.0,0.0,0.4899210229834594,0.17665595707514115,0.679241644024529,0.1676485731968569,9051.7,0.0,521.79,2388.06,8129.38,0.2557309499160638,0.375,38.95,0.9436333394936227,182
1,11,100.0,0.22715926281767906,0.14907614464523533,0.18127771973473727,0.9018073917335698,0.14870521406191983,9049.61,0.08797915572365866,521.4,2388.01,8140.58,0.28375810167290894,0.25,38.94,0.9608205507299914,181
1,12,100.0,0.13965498903991147,0.20874711084757536,0.16885502192003088,0.8961510177644527,0.2772697588943629,9049.37,0.11445724138882696,521.8,2388.02,8134.25,0.1341617181916135,0.125,39.06,0.752541119940858,180
1,13,100.0,0.5421816088389733,0.16479200146101647,0.18627013809150128,0.6433993068184805,0.375219381556235,9046.82,0.2646881456169581,521.85,2388.08,8128.1,0.1896323329510281,0.375,38.93,0.5856588430973915,179
1,14,100.0,0.25519612405878433,0.5513598090150964,0.1432207748204135,0.8866155814868932,0.29354296117617196,9047.37,0.3153671061120207,521.67,2388.0,8134.43,0.15246725169612318,0.375,39.18,0.7832193679541675,178
1,15,100.0,0.2860320165427197,0.2234712837606878,0.2194656501332375,0.6904431911321751,0.3617368812483619,9052.22,0.20559132561873383,522.5,2388.08,8127.56,0.22234998507282455,0.125,38.99,0.7229717242653848,177
1,16,100.0,0.16902775081513255,0.37271423044634844,0.2804371916819406,0.7605603331556665,0.15679531328623852,9049.34,0.15774841892582003,521.49,2388.07,8136.11,0.1120104195701046,0.25,38.97,0.9170208833856961,176
1,17,100.0,0.3464505145722683,0.26414643982694486,0.1635713209188836,0.7267700627758131,0.19164943558917003,9054.92,0.06548238646823279,521.89,2388.04,8137.27,0.38455281884741055,0.25,38.81,0.6895213454075062,175
1,18,100.0,0.36382997600424005,0.48276785184630455,0.06518002154918179,0.8216140367795219,0.14303226204629027,9049.55,0.13647644015286176,521.76,2388.07,8132.73,0.14101371253052264,0.25,38.89,0.8129735723526181,174
1,19,100.0,0.03198175847279572,0.35779290739702674,0.17383269119517308,0.816341100499784,0.13054149919389602,9053.99,0.28176752251583537,521.89,2388.03,8129.13,0.2952809938389862,0.125,38.8,0.7163186102384032,173
1,20,100.0,0.530173919856054,0.12592514533780275,0.2991292882868066,0.9643714938735286,0.15716909220554953,9045.9,0.1472319910782076,522.07,2388.02,8129.71,0.25238075936984217,0.25,39.03,0.856034004805025,172
1,21,100.0,0.26375035275361824,0.3042199375885346,0.11672686963289891,0.7939135198850522,0.3351668011773654,9048.15,0.08922317878275265,522.42,2388.08,8134.02,0.18636676005211683,0.25,39.09,0.6492330437996614,171
1,22,100.0,0.42313347990898365,0.5506403064051426,0.1794366072100999,0.6881436517429336,0.13202873327918496,9061.21,0.1571445723555911,522.0,2388.03,8130.41,0.18758475358738735,0.25,38.92,0.7769358713731336,170
1,23,100.0,0.1703036007381229,0.38046200721733925,0.030011502591435146,0.7695637881080017,0.1606445216702923,9046.28,0.1649463260545545,521.52,2388.05,8127.9,0.26453847622072146,0.25,38.94,0.9192385880613543,169
1,24,100.0,0.26447586695752534,0.47523706458892434,0.13426699337344417,0.6551383522999856,0.37859646729339147,9043.76,0.3151693174894774,522.13,2388.03,8133.88,0.12819859852641713,0.25,39.0,0.7591942339678326,168
1,25,100.0,0.4233838680468125,0.5926627256327066,0.14921990515903616,0.7758757267008889,0.0667941750425598,9054.16,0.25189467298442025,522.56,2388.02,8136.61,0.13253352393612516,0.375,38.95,0.8686009979670999,167
1,26,100.0,0.17860342212077285,0.4122957426206568,0.06388330809915743,0.8015030861598404,0.23093993652673817,9047.11,0.1714658136240388,522.28,2388.06,8131.15,0.2691842631429253,0.5,38.86,0.842912585474032,166
1,27,100.0,0.29334506150360085,0.46208449306476496,0.2120614110391159,0.7899115426752985,0.06473513917353557,9047.96,0.259418197190989,522.0,2388.13,8134.6,0.18646428708878204,0.375,38.99,0.9026058029938966,165
1,28,100.0,0.25669467051471884,0.18795422560449282,0.14239514900783234,0.9335501416287855,0.3611393220789978,9049.84,0.29096930623281025,522.57,2388.08,8127.3,0.31825803777657313,0.0,39.01,0.601182775827013,164
1,29,100.0,0.0808797210078751,0.2596457431145467,0.19022887174910608,0.8329198620430702,0.15845041127340664,9050.47,0.1581434455927706,522.41,2388.06,8133.06,0.25255795886725707,0.375,38.93,0.7408981703936419,163
1,30,100.0,0.19545939492206799,0.5717237031048867,0.06422461778162614,0.8614134992469928,0.21999388106905826,9045.62,0.28306699956484493,522.19,2388.0,8137.86,0.20695422325010782,0.0,39.05,0.8357050452781394,162
1,31,100.0,0.12445936783103662,0.23643959316577678,0.08520754748425219,0.8044973781852605,0.24918373939090088,9058.78,0.2917851298168159,521.95,2388.06,8125.28,0.2189611904447588,0.25,38.94,0.6958048419885401,161
1,32,100.0,0.24661687681782496,0.4948827990773452,0.17399498277801229,1.0,0.1287685976949433,9050.97,0.1690498227500825,521.92,2388.07,8129.7,0.25332849791667655,0.25,39.02,1.0,160
1,33,100.0,0.39809782408860883,0.3880295802966103,0.22715372808233525,0.9174921593906618,0.12885107938382134,9047.13,0.1862048554136848,521.91,2388.08,8134.42,0.09121573498563862,0.25,38.83,0.7240805766032139,159
1,34,100.0,0.3320201501632596,0.13907095765903676,0.17711970739190974,0.8450836659439176,0.09352875309923547,9046.46,0.339302585337137,521.7,2388.09,8126.61,0.32601234845876803,0.25,38.81,0.6475697652929213,158
1,35,100.0,0.28996187228295867,0.4452530001984698,0.241881633327381,0.8465601499819115,0.12839178437570808,9045.76,0.2137424251051101,521.75,2388.01,8140.17,0.359445854858798,0.125,39.13,0.8456847163186083,157
1,36,100.0,0.3293614015680646,0.14792883599447038,0.3071459752750485,0.8980084943728457,0.04873740300445206,9044.56,0.16980146858969647,522.32,2388.04,8132.48,0.29161745818596785,0.25,38.86,0.872297172426542,156
1,37,100.0,0.11258438358760259,0.054190062222026825,0.13651093467228037,0.9225717854365314,0.2072823720473025,9055.44,0.1958258698976607,522.29,2388.04,8131.95,0.24947708602410756,0.25,38.99,0.8804287562372934,155
1,38,100.0,0.08602869885038444,0.4310634502185664,0.15198631670443774,0.9382613919445077,0.2558908283308483,9055.27,0.17779546162967108,522.42,2388.08,8136.61,0.2730695273628925,0.25,39.06,0.9573091849935338,154
