unit,time,rpm_config,stage_temp_x,spindle_vibration_x,spindle_vibration_y,sensor_6,coolant_pressure,coolant_flow_rate,sensor_9,airflow_alignment_error,voltage_fluctuation,sensor_13,sensor_14,thermal_drift_z,motor_torque,load_variation,power_draw,RUL
1,1,100.0,0.35104859168421854,0.200430222363579,0.18857973869216949,21.61,0.6438201843600098,0.042080990542672225,9062.17,0.22449760652750683,522.31,2388.01,8145.32,0.2516846306702938,0.22222222222222143,39.11,0.6147177419354932,258
1,2,100.0,0.40737280859667635,0.25006472397621593,0.1895990000577541,21.61,0.7809239134899428,0.16661211214250216,9061.78,0.17340026587795165,522.42,2388.03,8152.85,0.29475219504440986,0.3333333333333357,38.99,0.8070564516129082,257
1,3,100.0,0.28218700215418835,0.17046490549859783,0.3783347356351143,21.61,0.752341379807433,0.2520689630518973,9070.23,0.16295363416827513,522.03,2388.0,8150.17,0.14706501277430917,0.22222222222222143,38.85,0.6413306451612968,256
1,4,100.0,0.5699502564856971,0.281178694228565,0.08958492779732552,21.61,0.9360241230907036,0.16716084073868842,9064.57,0.18084851543210334,522.49,2388.08,8146.56,0.10734409182145654,0.3333333333333357,38.96,0.4965725806451715,255
1,5,100.0,0.08515861024727656,0.3837156904266692,0.20597432052047182,21.61,0.824851013607173,0.2811907182831419,9076.14,0.11631943504458064,522.58,2388.03,8147.8,0.11218331085163058,0.3333333333333357,39.14,0.8256048387096868,254
1,6,100.0,0.30357091896433985,0.22972639195275946,0.25720620783771864,21.61,0.8268239296779711,0.1888700143817914,9074.98,0.053341801666547894,522.42,2388.02,8144.92,0.22845073643008718,0.44444444444444287,38.92,0.7647177419354918,253
1,7,100.0,0.4374803975308055,0.28126365142206566,0.2805040813002435,21.61,0.787817816635652,0.2900965651606384,9074.65,0.28311974291483466,522.46,2388.02,8147.05,0.13265101574855365,0.22222222222222143,38.84,0.7256048387096854,252
1,8,100.0,0.33507216189403266,0.37301041452303707,0.19366873910433213,21.6,0.8514835172022686,0.3364352057924407,9063.54,0.22580053534185396,522.1,2387.97,8157.34,0.2300054621385712,0.22222222222222143,39.05,0.8270161290322662,251
1,9,100.0,0.06981989100933106,0.3559078828046722,0.39782288155931056,21.61,0.6804736712925603,0.27201644744218356,9067.2,0.22867718332863518,521.83,2388.01,8147.2,0.2073596122090251,0.3333333333333357,38.99,0.8477822580645267,250
1,10,100.0,0.37282531088851556,0.34159030317746897,0.3055792511780311,21.61,0.8347820401124579,0.1461043081326352,9070.04,0.2628356609493494,521.96,2387.99,8152.86,0.17596247376483376,0.22222222222222143,38.94,0.8655241935483957,249
1,11,100.0,0.32106103924965623,0.17146670358083327,0.08108122322787992,21.61,0.720966999731786,0.1876821919977374,9068.24,0.2622640798055542,522.23,2388.03,8144.53,0.25700865980923027,0.3333333333333357,38.97,0.7336693548387174,248
1,12,100.0,0.16304936810959703,0.20082347622157926,0.20787561949463296,21.6,0.7326140916622705,0.28749031121151347,9075.26,0.19411284825473984,522.13,2387.98,8149.04,0.04147822295809078,0.3333333333333357,39.09,0.6395161290322662,247
1,13,100.0,0.1805004335727176,0.41936705367444205,0.16061018349832068,21.61,0.7715363110211229,0.09852403230161144,9066.53,0.10596025989499225,522.06,2388.02,8151.88,0.1525508954989725,0.22222222222222143,39.04,0.7631048387096797,246
1,14,100.0,0.46811574573644066,0.33823653666279085,0.2764205675935614,21.61,0.9278459338507616,0.2310040778502298,9067.34,0.20643918207622391,522.54,2387.97,8148.13,0.2624465767333888,0.11111111111111427,39.03,0.6798387096774263,245
1,15,100.0,0.3448531213372803,0.11808724256975012,0.18117706295276292,21.61,0.6401839648141276,0.0,9069.89,0.21770712515190382,522.72,2388.0,8150.63,0.18975794535399615,0.11111111111111427,39.02,0.8201612903225879,244
1,16,100.0,0.08355906285314063,0.33912192284185494,0.15917008172730363,21.6,0.607371583417688,0.22737419485019927,9071.14,0.10586329407000505,522.28,2387.98,8147.5,0.25295675921735494,0.22222222222222143,38.96,0.6510080645161409,243
1,17,100.0,0.17087883981426444,0.46795827984006877,0.1503117287449598,21.61,0.9001826717085635,0.1606772157829255,9060.74,0.0,521.98,2387.93,8154.66,0.10972852759721263,0.44444444444444287,39.04,0.6512096774193594,242
1,18,100.0,0.362902726501801,0.05563469882592642,0.3052155435032269,21.61,0.6997077044854905,0.08409809161548765,9075.87,0.1492355320595209,522.2,2388.01,8151.19,0.25550450846562356,0.3333333333333357,39.12,1.0,241
1,19,100.0,0.32773710576321946,0.22821086737967278,0.23207995710594886,21.61,0.7908723840452012,0.10221770988937351,9074.41,0.12100673163195097,522.04,2387.98,8154.65,0.11905421597496968,0.22222222222222143,39.01,0.724193548387106,240
1,20,100.0,0.3113119088277756,0.07904220278913954,0.16138860382971032,21.61,0.766410055347194,0.08544841947605164,9071.28,0.12053551889648162,523.02,2388.03,8146.24,0.2682046834129608,0.22222222222222143,38.87,0.890120967741943,239
1,21,100.0,0.45371627911026735,0.43632242567066015,0.2138885905366621,21.61,0.6498229752758959,0.1396095418058394,9074.66,0.19258007665397514,522.77,2388.01,8148.33,0.26043039217318054,0.22222222222222143,38.92,0.9274193548387117,238
1,22,100.0,0.2615837426836265,0.3016089388915262,0.19352091036908803,21.61,0.7708883610305577,0.10185791448111559,9075.72,0.24092661678943728,522.68,2388.03,8152.3,0.22924332127528046,0.3333333333333357,39.02,0.6139112903225836,237
1,23,100.0,0.22984605427600968,0.29543946006720034,0.1272199798049911,21.61,0.7360796068378761,0.12449878982715745,9068.45,0.1242615808491152,521.82,2388.03,8153.47,0.17688306247048402,0.22222222222222143,39.06,0.8040322580645238,236
1,24,100.0,0.2194552121824529,0.26495291979145463,0.1445710548032615,21.61,0.7416879966697252,0.054003829187422525,9072.51,0.3049354293791495,522.59,2388.02,8154.84,0.2480656908213632,0.22222222222222143,39.07,0.8387096774193594,235
1,25,100.0,0.18301060407895875,0.3221814035139232,0.4002133216071009,21.61,0.6046918283048228,0.13491303212595085,9076.1,0.22926968866234176,522.08,2388.04,8154.5,0.19242305950093552,0.22222222222222143,38.85,0.676209677419358,234
1,26,100.0,0.35665328642596705,0.26918689672429963,0.23030096599487848,21.6,0.8380708135239843,0.1086506176761759,9065.37,0.21035249547909984,522.06,2388.02,8150.15,0.179449637194935,0.3333333333333357,38.93,0.6437500000000043,233
1,27,100.0,0.2590818830586272,0.18485619652834373,0.2603530403052048,21.61,0.6917111753706422,0.09553804260576726,9065.21,0.25192186455333854,522.08,2388.03,8148.77,0.252690613200226,0.11111111111111427,39.06,0.6602822580645267,232
1,28,100.0,0.6066418769665347,0.0366450845557722,0.2621967378112444,21.61,0.8066611884457586,0.14157002737556468,9055.81,0.12710120000141245,522.19,2388.04,8149.12,0.28890086720232233,0.22222222222222143,39.02,0.8423387096774277,231
1,29,100.0,0.22572008395934517,0.3454057289052841,0.10628420941961281,21.61,0.6737262960916723,0.0863504375120101,9068.18,0.1646491560835983,521.81,2388.01,8153.95,0.2066151406444625,0.44444444444444287,39.04,0.8165322580645196,230
1,30,100.0,0.41794214284487907,0.327969739455618,0.18486919906934318,21.6,0.8327043812867032,0.2571209568932318,9068.92,0.2560610504615468,522.45,2387.97,8149.55,0.38107807100134394,0.3333333333333357,39.12,0.7288306451612883,229
1,31,100.0,0.33530373620848763,0.2989030692633463,0.20219235254267076,21.61,0.5812309992394091,0.021778603616439796,9063.81,0.18022140412433174,522.35,2388.01,8150.74,0.14077550568099895,0.11111111111111427,39.2,0.7689516129032299,228
1,32,100.0,0.25442239217761653,0.3519613501354115,0.0932384648302893,21.61,0.9542109790745315,0.26427748855985556,9066.15,0.12964643646117935,522.72,2387.96,8151.57,0.2754838360676253,0.22222222222222143,39.02,0.633669354838716,227
1,33,100.0,0.40034160513258144,0.075266928931363,0.2556199642923893,21.61,0.697648379287898,0.167878738174295,9059.84,0.19978849671213084,521.95,2388.0,8154.7,0.2597478003271192,0.3333333333333357,39.16,0.7211693548387146,226
1,34,100.0,0.2930203532425253,0.30851790689629155,0.3307502947797687,21.61,0.7161065848448516,0.050536144609395706,9068.03,0.34656679830064263,522.03,2388.02,8146.6,0.28880657347949423,0.22222222222222143,39.02,0.8667338709677495,225
1,35,100.0,0.13175329872450448,0.4551221306986264,0.17748716638021378,21.61,0.5913616620614732,0.25223851194186864,9069.69,0.4095981762701797,522.09,2388.02,8148.97,0.2946220593860147,0.3333333333333357,38.9,0.4850806451612968,224
1,36,100.0,0.3879655940732789,0.15386303925303224,0.16788382620673659,21.61,0.8512494979568146,0.23354901719358168,9067.31,0.23998779191764896,522.22,2388.03,8146.41,0.2672915069988697,0.44444444444444287,38.91,0.9695564516129025,223
1,37,100.0,0.2327635761196234,0.3958456380174553,0.19158618764208413,21.61,0.8429191962429741,0.02591338224556239,9073.55,0.24575229174892854,522.58,2388.02,8151.59,0.0,0.44444444444444287,39.03,0.8167338709677452,222
1,38,100.0,0.40306941943106267,0.3862905384679962,0.2909688035928788,21.61,0.8950504029120907,0.18403491577282693,9071.77,0.2244260102609985,522.62,2387.98,8148.72,0.12238956327757222,0.3333333333333357,38.83,0.7588709677419416,221
1,39,100.0,0.053509252585570266,0.04973922571436162,0.26730708086614285,21.61,0.7233457806819104,0.22940810111504106,9074.51,0.14020952950803434,522.26,2387.99,8155.39,0.23046322893967996,0.3333333333333357,38.91,0.6159274193548399,220
1,40,100.0,0.2953173029284244,0.22313447746787318,0.15426458842523516,21.61,0.7694681263907626,0.05220280047160486,9069.77,0.17858876300992677,522.47,2388.02,8150.31,0.20526505241551263,0.5555555555555571,38.94,0.7247983870967758,219
1,41,100.0,0.19407119290409014,0.17686239848818985,0.2724475286444594,21.6,0.7938294772234826,0.06591523781480646,9072.56,0.23631506607227237,522.45,2387.97,8151.32,0.09717221790682373,0.3333333333333357,39.07,0.5546370967741936,218
1,42,100.0,0.2352034008253554,0.2506878570498188,0.3264088343861218,21.61,0.723385023536224,0.17652077762159024,9071.68,0.193821850933368,522.2,2387.97,8148.7,0.2771006542174135,0.3333333333333357,38.86,0.7850806451612939,217
1,43,100.0,0.48509791747898134,0.14131344338116492,0.24349177500995367,21.61,0.6409572128482637,0.04295980493952811,9072.52,0.07403818716230148,522.42,2387.98,8144.75,0.33931134583247413,0.3333333333333357,39.14,0.7800403225806534,216
1,44,100.0,0.48248375174611624,0.2788409493345867,0.4227500359286118,21.61,0.37733587029578075,0.13099208039056975,9068.1,0.19403181124536673,522.78,2387.94,8149.9,0.34747952083789,0.0,39.17,0.6102822580645224,215
1,45,100.0,0.429521089061069,0.23437376787520492,0.42910555794654925,21.61,0.7049632279160392,0.059814051071953145,9066.98,0.13344273804430173,522.56,2387.98,8153.01,0.34582724644785756,0.22222222222222143,39.01,0.5328629032258121,214
1,46,100.0,0.21987214320893145,0.18945343606910114,0.2678336896247657,21.61,0.7944326811361577,0.3589514094283004,9071.26,0.15408389100793585,522.04,2388.04,8145.17,0.3078909695165528,0.3333333333333357,38.88,0.9114919354838804,213
