unit,time,chamber_temp_setpoint,pressure_mode,rpm_config,sensor_1,stage_temp_x,spindle_vibration_x,spindle_vibration_y,sensor_5,sensor_6,coolant_pressure,coolant_flow_rate,sensor_9,sensor_10,airflow_alignment_error,voltage_fluctuation,sensor_13,sensor_14,thermal_drift_z,motor_torque,sensor_18,sensor_19,load_variation,power_draw,RUL
1,1,0.9998430382922556,0.9936104899154656,100.0,445.0,0.1284953576047254,0.2698981202842017,0.21368259312832816,3.91,5.7,0.0009015693870598751,0.6267991679460696,8311.32,1.01,0.46432614560571883,129.78,2387.99,8074.83,0.3610792029806005,0.28723404255319185,2212,100.0,10.62,0.008201738972713812,320
1,2,0.47620683340185954,0.827070335949164,100.0,491.19,0.6524094469648443,0.6469080579011899,0.5300524329769623,9.35,13.61,0.4536888773076368,0.8630248065463269,8713.6,1.07,0.6558094969426769,312.59,2387.73,8046.13,0.30998603074035413,0.6170212765957448,2324,100.0,24.37,0.47798510423633717,319
1,3,0.9997886395255804,0.9891195139365261,100.0,445.0,0.12171811076796324,0.26902581986151697,0.22413772543964594,3.91,5.69,0.0028209879652980052,0.6269282342644136,8306.69,1.01,0.46130965002167157,129.62,2387.97,8066.62,0.38899075614877665,0.2765957446808516,2212,100.0,10.48,0.011279516624533803,318
1,4,0.9996416129403902,0.9960489454739594,100.0,445.0,0.11941613635308457,0.26373090864380133,0.22663359779127878,3.91,5.7,0.002358639305189869,0.6268435843282099,8312.35,1.02,0.4630058537530828,129.8,2388.02,8076.05,0.36590433098369557,0.26595744680851086,2212,100.0,10.54,0.011069796968700807,317
1,5,0.5951618892541195,0.7371102937525683,60.0,462.54,0.0023194366177241577,0.02206383769723841,0.012196534075735954,7.05,9.0,0.08799728963958114,5.838094209131839e-05,7994.94,0.93,0.02017431535211278,164.11,2028.08,7865.8,0.9478458941311159,0.021276595744680993,1915,84.93,14.03,0.13904413181730585,316
1,6,0.8329936418777726,0.9961868566661541,100.0,449.44,0.17578336697246044,0.29641067680059985,0.22404010952655762,5.48,7.97,0.13217590059049877,0.6498507300322691,8340.0,1.02,0.4424858960458202,181.9,2387.87,8054.1,0.36281684418386373,0.28723404255319185,2223,100.0,14.91,0.15209776336821107,315
1,7,4.558262470629711e-05,0.006778941481077823,100.0,518.67,0.9845346477829153,0.9443549432117835,0.9272532628802606,14.62,21.58,0.9660040141464976,0.9987746153788981,9050.5,1.3,0.9111844989632583,520.48,2387.89,8127.92,0.0,0.9361702127659575,2388,100.0,38.93,0.9769251697595596,314
1,8,0.9997946141723509,0.9923182050032314,100.0,445.0,0.12267050507250588,0.27195226794545846,0.2082027292206221,3.91,5.69,0.00038395583190647953,0.6269335278011763,8307.28,1.01,0.4564375832977885,129.65,2387.97,8075.99,0.37906848548713246,0.2765957446808516,2212,100.0,10.55,0.003196807726752293,313
1,9,0.9997789224956429,0.9959351338405746,100.0,445.0,0.12724757491963867,0.2682578340417492,0.18509989672442417,3.91,5.7,0.0024300141018695487,0.6268782387118454,8307.81,1.02,0.4427589820138702,129.65,2388.0,8071.13,0.36532774644446286,0.26595744680851086,2212,100.0,10.63,0.004715858206840284,312
1,10,0.595132827402445,0.7369110664583347,60.0,462.54,0.0046425338801787674,0.01274780030670275,0.031959029463885624,7.05,9.01,0.08773444080765436,7.559502948062402e-05,8005.83,0.94,0.0,164.08,2028.13,7869.41,0.9792708664987648,0.021276595744680993,1915,84.93,14.34,0.13544488907530644,311
